INDEX,RCR,DATE,TIME,VALID,LATITUDE,N/S,LONGITUDE,E/W,HEIGHT(m),SPEED(km/h),HDOP,DISTANCE(m),
47655,T,2016/03/28,09:28:04.000,DGPS,44.144758,N,9.659792,E,94.5,4.656,1.18,14.76,
47656,T,2016/03/28,09:28:24.000,DGPS,44.144848,N,9.659977,E,96.0,3.448,1.18,17.87,
47657,T,2016/03/28,09:28:44.000,DGPS,44.144893,N,9.660259,E,98.5,2.298,1.17,23.29,
47658,T,2016/03/28,09:29:04.000,DGPS,44.144945,N,9.660420,E,99.6,3.356,1.68,14.16,
47659,T,2016/03/28,09:29:24.000,DGPS,44.144934,N,9.660452,E,102.4,1.128,1.91,3.96,
47660,T,2016/03/28,09:29:44.000,DGPS,44.144903,N,9.660461,E,100.9,1.298,1.91,3.83,
47661,T,2016/03/28,09:30:04.000,DGPS,44.144953,N,9.660521,E,101.7,1.454,1.17,7.39,
47662,T,2016/03/28,09:30:24.000,DGPS,44.145004,N,9.660586,E,104.2,2.576,1.31,8.06,
47663,T,2016/03/28,09:30:44.000,DGPS,44.144970,N,9.660678,E,106.8,2.545,1.91,8.66,
47664,T,2016/03/28,09:31:04.000,DGPS,44.144939,N,9.660779,E,106.5,0.930,1.31,8.75,
47665,T,2016/03/28,09:31:24.000,DGPS,44.144915,N,9.660862,E,108.2,1.005,1.77,7.37,
47666,T,2016/03/28,09:31:44.000,DGPS,44.145005,N,9.660956,E,109.2,3.266,1.17,12.61,
47667,T,2016/03/28,09:32:04.000,DGPS,44.145140,N,9.661132,E,110.5,2.621,1.91,20.60,
47668,T,2016/03/28,09:32:24.000,DGPS,44.145262,N,9.661280,E,111.3,0.845,1.91,18.00,
47669,T,2016/03/28,09:32:44.000,DGPS,44.145371,N,9.661403,E,111.4,3.315,1.90,15.55,
47670,T,2016/03/28,09:33:04.000,DGPS,44.145501,N,9.661569,E,111.8,3.184,1.30,19.71,
47671,T,2016/03/28,09:33:24.000,DGPS,44.145619,N,9.661668,E,112.6,1.803,1.30,15.30,
47672,T,2016/03/28,09:33:44.000,DGPS,44.145503,N,9.661803,E,115.7,1.026,1.30,17.07,
47673,T,2016/03/28,09:34:04.000,DGPS,44.145473,N,9.661849,E,116.8,0.028,1.30,5.13,
47674,T,2016/03/28,09:34:24.000,DGPS,44.145416,N,9.661951,E,118.8,2.450,1.30,10.56,
47675,T,2016/03/28,09:34:44.000,DGPS,44.145415,N,9.662042,E,121.7,1.494,1.73,7.85,
47676,T,2016/03/28,09:35:04.000,DGPS,44.145361,N,9.662130,E,125.5,1.684,1.90,9.93,
47677,T,2016/03/28,09:35:24.000,DGPS,44.145272,N,9.662093,E,128.1,2.248,1.44,10.66,
47678,T,2016/03/28,09:35:44.000,DGPS,44.145216,N,9.661961,E,130.4,3.075,1.00,12.49,
47679,T,2016/03/28,09:36:04.000,DGPS,44.145093,N,9.661958,E,135.1,1.522,1.14,14.51,
47680,T,2016/03/28,09:36:24.000,DGPS,44.145015,N,9.662034,E,141.9,0.533,1.24,12.54,
47681,T,2016/03/28,09:36:44.000,DGPS,44.144970,N,9.662077,E,148.8,0.643,1.24,9.19,
47682,T,2016/03/28,09:37:04.000,DGPS,44.144933,N,9.662128,E,154.8,1.883,1.00,8.37,
47683,T,2016/03/28,09:37:24.000,DGPS,44.144888,N,9.662200,E,160.6,1.944,1.21,9.52,
47684,T,2016/03/28,09:37:44.000,DGPS,44.144872,N,9.662226,E,160.9,0.071,1.21,2.79,
47685,T,2016/03/28,09:38:04.000,DGPS,44.144854,N,9.662287,E,164.9,1.902,1.13,6.64,
47686,T,2016/03/28,09:38:24.000,DGPS,44.144807,N,9.662361,E,171.1,1.353,0.99,10.06,
47687,T,2016/03/28,09:38:44.000,DGPS,44.144765,N,9.662474,E,176.2,0.903,1.09,11.38,
47688,T,2016/03/28,09:39:04.000,DGPS,44.144748,N,9.662621,E,177.9,0.455,0.99,12.02,
47689,T,2016/03/28,09:39:24.000,DGPS,44.144754,N,9.662631,E,178.3,0.471,0.99,1.17,
47690,T,2016/03/28,09:39:44.000,DGPS,44.144745,N,9.662687,E,180.8,1.225,0.99,5.20,
47691,T,2016/03/28,09:40:04.000,DGPS,44.144677,N,9.662807,E,184.2,1.850,0.99,12.71,
47692,T,2016/03/28,09:40:24.000,DGPS,44.144654,N,9.662895,E,187.1,0.447,1.42,7.98,
47693,T,2016/03/28,09:40:44.000,DGPS,44.144666,N,9.662885,E,187.3,0.521,1.42,1.54,
47694,T,2016/03/28,09:41:04.000,DGPS,44.144654,N,9.662890,E,187.3,0.012,1.13,1.36,
47695,T,2016/03/28,09:41:24.000,DGPS,44.144658,N,9.662920,E,186.0,0.021,1.12,2.78,
47696,T,2016/03/28,09:41:44.000,DGPS,44.144662,N,9.662937,E,185.8,0.165,1.23,1.45,
47697,T,2016/03/28,09:42:04.000,DGPS,44.144638,N,9.663045,E,184.4,1.206,1.12,9.17,
47698,T,2016/03/28,09:42:24.000,DGPS,44.144645,N,9.663193,E,189.9,2.061,0.99,13.10,
47699,T,2016/03/28,09:42:44.000,DGPS,44.144592,N,9.663240,E,192.2,0.279,0.99,7.38,
47700,T,2016/03/28,09:43:04.000,DGPS,44.144581,N,9.663239,E,192.7,0.031,1.48,1.29,
47701,T,2016/03/28,09:43:24.000,DGPS,44.144581,N,9.663239,E,192.7,0.145,1.58,0.03,
47702,T,2016/03/28,09:43:44.000,DGPS,44.144582,N,9.663237,E,192.8,0.042,1.20,0.14,
47703,T,2016/03/28,09:44:04.000,DGPS,44.144581,N,9.663237,E,192.8,0.058,1.57,0.05,
47704,T,2016/03/28,09:44:24.000,DGPS,44.144581,N,9.663236,E,192.8,0.060,1.20,0.05,
47705,T,2016/03/28,09:44:44.000,DGPS,44.144581,N,9.663236,E,192.8,0.220,1.20,0.09,
47706,T,2016/03/28,09:45:04.000,DGPS,44.144581,N,9.663235,E,192.9,0.014,1.20,0.06,
47707,T,2016/03/28,09:45:24.000,DGPS,44.144580,N,9.663235,E,193.0,0.055,1.55,0.13,
47708,T,2016/03/28,09:45:44.000,DGPS,44.144550,N,9.663243,E,193.9,2.709,1.40,3.53,
47709,T,2016/03/28,09:46:04.000,DGPS,44.144401,N,9.663214,E,195.3,2.196,1.40,16.76,
47710,T,2016/03/28,09:46:24.000,DGPS,44.144292,N,9.663250,E,194.2,1.056,1.11,12.47,
47711,T,2016/03/28,09:46:44.000,DGPS,44.144251,N,9.663356,E,195.3,3.042,0.99,9.69,
47712,T,2016/03/28,09:47:04.000,DGPS,44.144218,N,9.663453,E,198.0,3.264,0.99,9.05,
47713,T,2016/03/28,09:47:24.000,DGPS,44.144162,N,9.663617,E,198.8,3.383,0.99,14.54,
47714,T,2016/03/28,09:47:44.000,DGPS,44.144162,N,9.663733,E,198.1,0.043,0.99,9.31,
47715,T,2016/03/28,09:48:04.000,DGPS,44.144103,N,9.663692,E,197.4,0.157,0.99,7.41,
47716,T,2016/03/28,09:48:24.000,DGPS,44.144087,N,9.663704,E,197.5,0.296,1.16,1.95,
47717,T,2016/03/28,09:48:44.000,DGPS,44.144049,N,9.663740,E,195.2,0.057,0.99,5.70,
47718,T,2016/03/28,09:49:04.000,DGPS,44.144064,N,9.663739,E,195.2,0.063,0.99,1.76,
47719,T,2016/03/28,09:49:24.000,DGPS,44.144125,N,9.663700,E,196.6,2.801,0.99,7.56,
47720,T,2016/03/28,09:49:44.000,DGPS,44.144227,N,9.663823,E,195.0,2.630,1.16,15.15,
47721,T,2016/03/28,09:50:04.000,DGPS,44.144296,N,9.663985,E,197.7,2.372,1.16,15.25,
47722,T,2016/03/28,09:50:24.000,DGPS,44.144308,N,9.664035,E,198.3,0.060,1.16,4.25,
47723,T,2016/03/28,09:50:44.000,DGPS,44.144357,N,9.664141,E,199.3,3.323,1.16,10.12,
47724,T,2016/03/28,09:51:04.000,DGPS,44.144432,N,9.664329,E,200.7,3.257,1.16,17.24,
47725,T,2016/03/28,09:51:24.000,DGPS,44.144548,N,9.664532,E,204.6,4.381,1.16,21.15,
47726,T,2016/03/28,09:51:44.000,DGPS,44.144644,N,9.664791,E,202.4,3.169,1.16,23.36,
47727,T,2016/03/28,09:52:04.000,DGPS,44.144707,N,9.665017,E,203.9,2.511,1.16,19.50,
47728,T,2016/03/28,09:52:24.000,DGPS,44.144812,N,9.665235,E,204.3,4.379,1.16,20.96,
47729,T,2016/03/28,09:52:44.000,DGPS,44.144862,N,9.665404,E,205.2,2.805,1.16,14.64,
47730,T,2016/03/28,09:53:04.000,DGPS,44.144885,N,9.665499,E,206.2,2.198,1.36,8.08,
47731,T,2016/03/28,09:53:24.000,DGPS,44.144873,N,9.665618,E,206.3,2.890,1.16,9.66,
47732,T,2016/03/28,09:53:44.000,DGPS,44.144940,N,9.665809,E,205.2,3.100,1.26,16.97,
47733,T,2016/03/28,09:54:04.000,DGPS,44.144994,N,9.665959,E,204.1,2.569,1.26,13.50,
47734,T,2016/03/28,09:54:24.000,DGPS,44.145086,N,9.666071,E,203.0,1.593,1.50,13.67,
47735,T,2016/03/28,09:54:44.000,DGPS,44.145309,N,9.666267,E,201.0,4.237,1.36,29.42,
47736,T,2016/03/28,09:55:04.000,DGPS,44.145415,N,9.666433,E,198.8,2.589,1.50,17.82,
47737,T,2016/03/28,09:55:24.000,DGPS,44.145267,N,9.666536,E,199.3,4.514,1.25,18.35,
47738,T,2016/03/28,09:55:44.000,DGPS,44.145296,N,9.666768,E,199.3,1.037,1.25,18.88,
47739,T,2016/03/28,09:56:04.000,DGPS,44.145357,N,9.666901,E,198.0,3.818,1.25,12.65,
47740,T,2016/03/28,09:56:24.000,DGPS,44.145396,N,9.666991,E,196.6,1.227,1.25,8.55,
47741,T,2016/03/28,09:56:44.000,DGPS,44.145448,N,9.667077,E,192.4,1.269,1.51,9.88,
47742,T,2016/03/28,09:57:04.000,DGPS,44.145583,N,9.667188,E,189.7,4.172,1.10,17.65,
47743,T,2016/03/28,09:57:24.000,DGPS,44.145708,N,9.667300,E,186.4,1.442,1.10,16.87,
47744,T,2016/03/28,09:57:44.000,DGPS,44.145749,N,9.667497,E,184.4,0.771,1.10,16.55,
47745,T,2016/03/28,09:58:04.000,DGPS,44.145767,N,9.667638,E,183.0,0.133,1.45,11.52,
47746,T,2016/03/28,09:58:24.000,DGPS,44.145811,N,9.667772,E,184.6,2.422,1.25,11.84,
47747,T,2016/03/28,09:58:44.000,DGPS,44.145763,N,9.667854,E,184.1,0.076,1.25,8.48,
47748,T,2016/03/28,09:59:04.000,DGPS,44.145767,N,9.667859,E,184.3,1.443,1.25,0.64,
47749,T,2016/03/28,09:59:24.000,DGPS,44.145785,N,9.667888,E,184.8,0.232,1.25,3.10,
47750,T,2016/03/28,09:59:44.000,DGPS,44.145788,N,9.667911,E,186.9,1.312,1.25,2.83,
47751,T,2016/03/28,10:00:04.000,DGPS,44.145671,N,9.667916,E,190.3,3.559,1.82,13.44,
47752,T,2016/03/28,10:00:24.000,DGPS,44.145534,N,9.667821,E,192.1,1.979,1.82,17.07,
47753,T,2016/03/28,10:00:44.000,DGPS,44.145319,N,9.667719,E,192.5,4.444,1.35,25.28,
47754,T,2016/03/28,10:01:04.000,DGPS,44.145123,N,9.667677,E,196.1,3.279,1.09,22.33,
47755,T,2016/03/28,10:01:24.000,DGPS,44.145021,N,9.667803,E,192.2,2.987,1.35,15.63,
47756,T,2016/03/28,10:01:44.000,DGPS,44.145015,N,9.667792,E,193.8,0.023,1.19,1.93,
47757,T,2016/03/28,10:02:04.000,DGPS,44.144865,N,9.667759,E,191.5,1.789,1.09,17.03,
47758,T,2016/03/28,10:02:24.000,DGPS,44.144633,N,9.667668,E,191.0,5.178,1.35,26.78,
47759,T,2016/03/28,10:02:44.000,DGPS,44.144497,N,9.667705,E,193.2,1.986,1.09,15.58,
47760,T,2016/03/28,10:03:04.000,DGPS,44.144474,N,9.667779,E,197.2,1.811,1.09,7.62,
47761,T,2016/03/28,10:03:24.000,DGPS,44.144464,N,9.667908,E,200.8,2.720,1.09,10.94,
47762,T,2016/03/28,10:03:44.000,DGPS,44.144448,N,9.668055,E,203.5,1.164,1.09,12.21,
47763,T,2016/03/28,10:04:04.000,DGPS,44.144408,N,9.668162,E,203.0,4.051,1.09,9.64,
47764,T,2016/03/28,10:04:24.000,DGPS,44.144390,N,9.668273,E,205.6,1.488,1.09,9.46,
47765,T,2016/03/28,10:04:44.000,DGPS,44.144364,N,9.668385,E,207.7,2.902,1.09,9.68,
47766,T,2016/03/28,10:05:04.000,DGPS,44.144383,N,9.668529,E,209.3,2.607,1.09,11.76,
47767,T,2016/03/28,10:05:24.000,DGPS,44.144375,N,9.668670,E,212.2,2.001,1.09,11.71,
47768,T,2016/03/28,10:05:44.000,DGPS,44.144399,N,9.668770,E,213.2,1.958,1.18,8.49,
47769,T,2016/03/28,10:06:04.000,DGPS,44.144383,N,9.668972,E,216.0,4.037,1.04,16.54,
47770,T,2016/03/28,10:06:24.000,DGPS,44.144377,N,9.669188,E,217.0,3.807,1.04,17.31,
47771,T,2016/03/28,10:06:44.000,DGPS,44.144338,N,9.669404,E,215.2,3.345,1.04,17.92,
47772,T,2016/03/28,10:07:04.000,DGPS,44.144301,N,9.669662,E,213.3,4.104,1.04,21.08,
47773,T,2016/03/28,10:07:24.000,DGPS,44.144269,N,9.669911,E,209.8,2.539,1.24,20.57,
47774,T,2016/03/28,10:07:44.000,DGPS,44.144208,N,9.669893,E,211.7,4.009,1.04,7.17,
47775,T,2016/03/28,10:08:04.000,DGPS,44.144024,N,9.669794,E,215.3,2.995,1.23,22.17,
47776,T,2016/03/28,10:08:24.000,DGPS,44.143906,N,9.669634,E,215.8,4.328,1.23,18.32,
47777,T,2016/03/28,10:08:44.000,DGPS,44.143712,N,9.669457,E,213.2,4.582,1.23,25.96,
47778,T,2016/03/28,10:09:04.000,DGPS,44.143559,N,9.669296,E,212.4,2.850,1.23,21.35,
47779,T,2016/03/28,10:09:24.000,DGPS,44.143476,N,9.669132,E,213.3,0.396,1.06,16.12,
47780,T,2016/03/28,10:09:44.000,DGPS,44.143372,N,9.669012,E,214.0,4.300,1.04,15.02,
47781,T,2016/03/28,10:10:04.000,DGPS,44.143310,N,9.668981,E,213.6,2.771,1.04,7.31,
47782,T,2016/03/28,10:10:24.000,DGPS,44.143158,N,9.669059,E,209.0,0.960,1.04,18.59,
47783,T,2016/03/28,10:10:44.000,DGPS,44.143029,N,9.669136,E,213.8,3.203,1.03,16.37,
47784,T,2016/03/28,10:11:04.000,DGPS,44.142931,N,9.669212,E,214.9,3.152,1.03,12.54,
47785,T,2016/03/28,10:11:24.000,DGPS,44.142862,N,9.669404,E,215.8,6.457,1.03,17.21,
47786,T,2016/03/28,10:11:44.000,DGPS,44.142747,N,9.669481,E,216.8,2.528,1.03,14.23,
47787,T,2016/03/28,10:12:04.000,DGPS,44.142588,N,9.669585,E,219.1,4.247,1.03,19.67,
47788,T,2016/03/28,10:12:24.000,DGPS,44.142488,N,9.669658,E,221.2,2.753,1.03,12.72,
47789,T,2016/03/28,10:12:44.000,DGPS,44.142351,N,9.669842,E,217.6,3.858,1.03,21.44,
47790,T,2016/03/28,10:13:04.000,DGPS,44.142182,N,9.669975,E,216.0,0.316,1.03,21.65,
47791,T,2016/03/28,10:13:24.000,DGPS,44.142180,N,9.670089,E,212.2,0.023,1.65,9.85,
47792,T,2016/03/28,10:13:44.000,DGPS,44.142140,N,9.670149,E,210.0,1.702,1.03,6.96,
47793,T,2016/03/28,10:14:04.000,DGPS,44.142134,N,9.670220,E,209.0,2.982,1.65,5.78,
47794,T,2016/03/28,10:14:24.000,DGPS,44.142034,N,9.670290,E,210.5,4.860,1.64,12.51,
47795,T,2016/03/28,10:14:44.000,DGPS,44.141818,N,9.670384,E,208.9,5.314,1.03,25.26,
47796,T,2016/03/28,10:15:04.000,DGPS,44.141680,N,9.670537,E,208.3,2.837,1.03,19.63,
47797,T,2016/03/28,10:15:24.000,DGPS,44.141616,N,9.670614,E,208.3,4.731,1.03,9.40,
47798,T,2016/03/28,10:15:44.000,DGPS,44.141525,N,9.670867,E,205.5,2.935,1.03,22.80,
47799,T,2016/03/28,10:16:04.000,DGPS,44.141545,N,9.671176,E,208.0,4.754,1.36,24.99,
47800,T,2016/03/28,10:16:24.000,DGPS,44.141354,N,9.671344,E,204.7,4.521,1.90,25.28,
47801,T,2016/03/28,10:16:44.000,DGPS,44.141184,N,9.671525,E,202.5,4.535,1.90,23.90,
47802,T,2016/03/28,10:17:04.000,DGPS,44.141038,N,9.671726,E,203.0,3.049,1.89,22.82,
47803,T,2016/03/28,10:17:24.000,DGPS,44.140870,N,9.671845,E,203.9,3.112,1.89,20.99,
47804,T,2016/03/28,10:17:44.000,DGPS,44.140727,N,9.671941,E,204.0,3.779,1.88,17.61,
47805,T,2016/03/28,10:18:04.000,DGPS,44.140599,N,9.672040,E,202.7,3.895,1.88,16.40,
47806,T,2016/03/28,10:18:24.000,DGPS,44.140477,N,9.672285,E,201.6,3.098,1.67,23.83,
47807,T,2016/03/28,10:18:44.000,DGPS,44.140451,N,9.672595,E,203.0,2.605,1.67,25.04,
47808,T,2016/03/28,10:19:04.000,DGPS,44.140498,N,9.672854,E,203.3,0.543,1.29,21.38,
47809,T,2016/03/28,10:19:24.000,DGPS,44.140479,N,9.672970,E,202.0,4.511,1.39,9.59,
47810,T,2016/03/28,10:19:44.000,DGPS,44.140431,N,9.673136,E,196.5,1.793,1.39,15.29,
47811,T,2016/03/28,10:20:04.000,DGPS,44.140431,N,9.673150,E,195.8,0.188,1.52,1.33,
47812,T,2016/03/28,10:20:24.000,DGPS,44.140431,N,9.673150,E,195.8,0.067,1.39,0.02,
47813,T,2016/03/28,10:20:44.000,DGPS,44.140432,N,9.673149,E,195.8,0.010,1.52,0.04,
47814,T,2016/03/28,10:21:04.000,DGPS,44.140432,N,9.673149,E,195.8,0.006,2.98,0.07,
47815,T,2016/03/28,10:21:24.000,DGPS,44.140475,N,9.673265,E,195.1,3.285,2.11,10.44,
47816,T,2016/03/28,10:21:44.000,DGPS,44.140500,N,9.673466,E,193.2,5.902,1.39,16.46,
47817,T,2016/03/28,10:22:04.000,DGPS,44.140499,N,9.673771,E,192.3,4.134,2.00,24.41,
47818,T,2016/03/28,10:22:24.000,DGPS,44.140498,N,9.673987,E,190.7,3.966,2.01,17.37,
47819,T,2016/03/28,10:22:44.000,DGPS,44.140456,N,9.674210,E,188.4,1.272,1.99,18.55,
47820,T,2016/03/28,10:23:04.000,DGPS,44.140453,N,9.674376,E,186.7,2.972,1.87,13.45,
47821,T,2016/03/28,10:23:24.000,DGPS,44.140400,N,9.674528,E,184.9,1.330,1.36,13.62,
47822,T,2016/03/28,10:23:44.000,DGPS,44.140358,N,9.674660,E,183.1,3.593,1.51,11.72,
47823,T,2016/03/28,10:24:04.000,DGPS,44.140381,N,9.674940,E,181.3,4.214,1.97,22.65,
47824,T,2016/03/28,10:24:24.000,DGPS,44.140386,N,9.674990,E,180.7,1.223,1.97,4.00,
47825,T,2016/03/28,10:24:44.000,DGPS,44.140402,N,9.675109,E,180.0,2.333,1.96,9.74,
47826,T,2016/03/28,10:25:04.000,DGPS,44.140448,N,9.675297,E,179.3,1.657,1.51,15.98,
47827,T,2016/03/28,10:25:24.000,DGPS,44.140402,N,9.675415,E,178.6,2.898,1.51,10.72,
47828,T,2016/03/28,10:25:44.000,DGPS,44.140479,N,9.675572,E,178.6,0.780,1.51,15.22,
47829,T,2016/03/28,10:26:04.000,DGPS,44.140478,N,9.675603,E,178.8,0.434,1.51,2.54,
47830,T,2016/03/28,10:26:24.000,DGPS,44.140477,N,9.675592,E,178.9,1.556,1.51,0.88,
47831,T,2016/03/28,10:26:44.000,DGPS,44.140494,N,9.675589,E,179.0,0.075,1.52,1.86,
47832,T,2016/03/28,10:27:04.000,DGPS,44.140484,N,9.675665,E,179.0,1.125,1.52,6.15,
47833,T,2016/03/28,10:27:24.000,DGPS,44.140520,N,9.675811,E,178.9,1.866,1.36,12.36,
47834,T,2016/03/28,10:27:44.000,DGPS,44.140590,N,9.676009,E,178.6,1.726,1.93,17.69,
47835,T,2016/03/28,10:28:04.000,DGPS,44.140593,N,9.676212,E,178.8,2.890,1.36,16.26,
47836,T,2016/03/28,10:28:24.000,DGPS,44.140484,N,9.676255,E,183.6,1.277,1.36,13.52,
47837,T,2016/03/28,10:28:44.000,DGPS,44.140368,N,9.676259,E,187.5,3.429,1.36,13.51,
47838,T,2016/03/28,10:29:04.000,DGPS,44.140298,N,9.676278,E,190.3,2.608,1.36,8.34,
47839,T,2016/03/28,10:29:24.000,DGPS,44.140222,N,9.676438,E,192.2,3.483,1.36,15.50,
47840,T,2016/03/28,10:29:44.000,DGPS,44.140138,N,9.676602,E,195.8,2.465,1.36,16.49,
47841,T,2016/03/28,10:30:04.000,DGPS,44.140078,N,9.676769,E,197.8,4.617,1.72,15.10,
47842,T,2016/03/28,10:30:24.000,DGPS,44.139940,N,9.676997,E,196.5,9.051,1.72,23.81,
47843,T,2016/03/28,10:30:44.000,DGPS,44.139865,N,9.677149,E,204.7,3.979,1.71,16.85,
47844,T,2016/03/28,10:31:04.000,DGPS,44.139709,N,9.677271,E,208.8,2.757,1.71,20.30,
47845,T,2016/03/28,10:31:24.000,DGPS,44.139600,N,9.677338,E,214.8,1.858,1.82,14.55,
47846,T,2016/03/28,10:31:44.000,DGPS,44.139445,N,9.677407,E,219.2,2.986,1.70,18.63,
47847,T,2016/03/28,10:32:04.000,DGPS,44.139252,N,9.677488,E,218.9,4.371,1.70,22.46,
47848,T,2016/03/28,10:32:24.000,DGPS,44.139072,N,9.677639,E,217.2,4.891,1.69,23.40,
47849,T,2016/03/28,10:32:44.000,DGPS,44.138893,N,9.677802,E,217.0,3.756,1.69,23.76,
47850,T,2016/03/28,10:33:04.000,DGPS,44.138720,N,9.677826,E,217.5,0.741,1.69,19.38,
47851,T,2016/03/28,10:33:24.000,DGPS,44.138474,N,9.677831,E,218.6,3.121,1.68,27.37,
47852,T,2016/03/28,10:33:44.000,DGPS,44.138477,N,9.677917,E,215.1,0.039,1.68,7.71,
47853,T,2016/03/28,10:34:04.000,DGPS,44.138395,N,9.677969,E,211.0,6.042,1.67,10.93,
47854,T,2016/03/28,10:34:24.000,DGPS,44.138307,N,9.678024,E,209.8,2.957,1.31,10.71,
47855,T,2016/03/28,10:34:44.000,DGPS,44.138296,N,9.678009,E,209.0,0.239,1.67,1.91,
47856,T,2016/03/28,10:35:04.000,DGPS,44.138289,N,9.678000,E,208.9,0.039,1.66,1.03,
47857,T,2016/03/28,10:35:24.000,DGPS,44.138290,N,9.678000,E,208.8,0.024,1.71,0.10,
47858,T,2016/03/28,10:35:44.000,DGPS,44.138289,N,9.678000,E,208.8,0.063,1.66,0.06,
47859,T,2016/03/28,10:36:04.000,DGPS,44.138290,N,9.678001,E,208.8,0.039,1.79,0.09,
47860,T,2016/03/28,10:36:24.000,DGPS,44.138290,N,9.678002,E,208.8,0.021,1.79,0.08,
47861,T,2016/03/28,10:36:44.000,DGPS,44.138290,N,9.678001,E,208.7,0.045,1.78,0.08,
47862,T,2016/03/28,10:37:04.000,DGPS,44.138289,N,9.678001,E,208.7,0.012,1.78,0.06,
47863,T,2016/03/28,10:37:24.000,DGPS,44.138289,N,9.678001,E,208.6,0.050,1.78,0.04,
47864,T,2016/03/28,10:37:44.000,DGPS,44.138285,N,9.678004,E,208.6,0.962,1.63,0.50,
47865,T,2016/03/28,10:38:04.000,DGPS,44.138195,N,9.678067,E,207.8,2.509,1.31,11.30,
47866,T,2016/03/28,10:38:24.000,DGPS,44.138174,N,9.678432,E,206.1,2.517,1.31,29.36,
47867,T,2016/03/28,10:38:44.000,DGPS,44.138155,N,9.678621,E,205.1,0.918,1.37,15.29,
47868,T,2016/03/28,10:39:04.000,DGPS,44.138096,N,9.678757,E,204.6,2.884,1.37,12.70,
47869,T,2016/03/28,10:39:24.000,DGPS,44.138252,N,9.679039,E,204.2,1.986,1.37,28.47,
47870,T,2016/03/28,10:39:44.000,DGPS,44.138261,N,9.679063,E,203.7,1.641,1.37,2.23,
47871,T,2016/03/28,10:40:04.000,DGPS,44.138236,N,9.679056,E,203.4,0.456,1.37,2.87,
47872,T,2016/03/28,10:40:24.000,DGPS,44.138232,N,9.679051,E,203.2,0.394,1.37,0.67,
47873,T,2016/03/28,10:40:44.000,DGPS,44.138231,N,9.679051,E,203.2,0.108,1.37,0.06,
47874,T,2016/03/28,10:41:04.000,DGPS,44.138231,N,9.679052,E,203.1,0.008,1.63,0.09,
47875,T,2016/03/28,10:41:24.000,DGPS,44.138231,N,9.679051,E,202.9,0.218,1.63,0.19,
47876,T,2016/03/28,10:41:44.000,DGPS,44.138255,N,9.679056,E,200.8,1.388,1.38,3.39,
47877,T,2016/03/28,10:42:04.000,DGPS,44.138334,N,9.679156,E,197.7,0.046,1.38,12.27,
47878,T,2016/03/28,10:42:24.000,DGPS,44.138356,N,9.679232,E,197.2,0.799,1.38,6.56,
47879,T,2016/03/28,10:42:44.000,DGPS,44.138263,N,9.679336,E,196.5,2.955,1.38,13.22,
47880,T,2016/03/28,10:43:04.000,DGPS,44.138201,N,9.679426,E,194.3,3.040,1.38,10.21,
47881,T,2016/03/28,10:43:24.000,DGPS,44.138096,N,9.679444,E,192.2,1.929,1.38,11.98,
47882,T,2016/03/28,10:43:44.000,DGPS,44.138057,N,9.679544,E,191.0,2.177,1.64,9.16,
47883,T,2016/03/28,10:44:04.000,DGPS,44.137971,N,9.679675,E,190.8,0.777,1.38,14.20,
47884,T,2016/03/28,10:44:24.000,DGPS,44.137927,N,9.679771,E,189.8,1.939,1.38,9.15,
47885,T,2016/03/28,10:44:44.000,DGPS,44.137833,N,9.679823,E,188.8,1.426,1.38,11.32,
47886,T,2016/03/28,10:45:04.000,DGPS,44.137730,N,9.679914,E,189.5,3.635,1.30,13.57,
47887,T,2016/03/28,10:45:24.000,DGPS,44.137678,N,9.680086,E,191.2,0.503,1.38,14.98,
47888,T,2016/03/28,10:45:44.000,DGPS,44.137655,N,9.680205,E,190.6,0.454,1.80,9.93,
47889,T,2016/03/28,10:46:04.000,DGPS,44.137608,N,9.680267,E,190.8,1.106,1.62,7.26,
47890,T,2016/03/28,10:46:24.000,DGPS,44.137513,N,9.680255,E,191.5,0.197,1.74,10.64,
47891,T,2016/03/28,10:46:44.000,DGPS,44.137481,N,9.680230,E,190.5,1.421,1.74,4.20,
47892,T,2016/03/28,10:47:04.000,DGPS,44.137440,N,9.680237,E,186.8,0.783,1.62,5.85,
47893,T,2016/03/28,10:47:24.000,DGPS,44.137404,N,9.680262,E,184.4,3.812,1.30,5.08,
47894,T,2016/03/28,10:47:44.000,DGPS,44.137227,N,9.680192,E,182.6,3.226,1.77,20.50,
47895,T,2016/03/28,10:48:04.000,DGPS,44.137074,N,9.680164,E,175.3,3.329,1.54,18.60,
47896,T,2016/03/28,10:48:24.000,DGPS,44.136961,N,9.680253,E,167.8,4.196,1.53,16.35,
47897,T,2016/03/28,10:48:44.000,DGPS,44.136917,N,9.680325,E,164.6,0.178,1.53,8.18,
47898,T,2016/03/28,10:49:04.000,DGPS,44.136916,N,9.680331,E,164.5,0.019,1.52,0.50,
47899,T,2016/03/28,10:49:24.000,DGPS,44.136916,N,9.680372,E,162.8,5.260,1.30,3.69,
47900,T,2016/03/28,10:49:44.000,DGPS,44.136914,N,9.680611,E,159.1,0.277,2.31,19.51,
47901,T,2016/03/28,10:50:04.000,DGPS,44.136922,N,9.680786,E,156.8,0.072,2.35,14.21,
47902,T,2016/03/28,10:50:24.000,DGPS,44.136835,N,9.680966,E,148.6,3.706,1.30,19.14,
